Country_name,Country_code,Days,Cost_of _living,Class,Ticket_price
Peru,604,1,1076.55321428571,0,100844
Philippines,608,1,1362.92142857143,0,367360
Poland,616,1,1543.59535714286,0,60961
Portugal,620,1,1639.33571428571,0,67973
Puerto Rico,630,1,2305.6,0,41191
Qatar,634,1,2218.17357142857,0,27318
Republic Of Congo,242,1,2946.22964285714,0,120173
Romania,642,1,1286.59964285714,0,56346
Russia,643,1,1352.56035714286,0,47201
Rwanda,646,1,1158.76642857143,0,68016
"Saint Helena, Ascension and Tristan da Cunha",654,1,2210.00428571429,0,20294
Saint Vincent and the Grenadines,670,1,2162.97714285714,0,312709
San Marino,674,1,2284.30107142857,0,31214
Saudi Arabia,682,1,2284.30107142857,0,51388
Senegal,686,1,1850.0025,0,111087
Serbia,688,1,1299.36071428571,0,86750
Seychelles,690,1,2287.95392857143,0,87469
Singapore,702,1,2524.68571428571,0,79847
Slovakia,703,1,1669.64785714286,0,58907
Somalia,706,1,1193.11178571429,0,63722
South Africa,710,1,1560.4375,0,56121
South Korea,82,1,2591.25785714286,0,89883
Spain,724,1,1875.93214285714,0,59779
Sri Lanka,144,1,961.347857142857,0,23000
Sudan,736,1,1439.63964285714,0,56772
Suriname,740,1,1698.64,0,178819
Sweden,752,1,2481.00571428571,0,71233
Switzerland,756,1,4155.9075,0,57064
Syrian Arab Republic,760,1,959.267857142857,0,108926
Taiwan,158,1,2141.26678571429,0,77684
Tajikistan,762,1,1036.93285714286,0,50818
"Tanzania, United Republic of",834,1,1230.34321428571,0,63276
Thailand,764,1,1452.2,0,58849
Timor-Leste,626,1,1978.31035714286,0,82788
Trinidad and Tobago,780,1,1836.45964285714,0,85897
Tunisia,788,1,951.446428571429,0,65573
Turkey,792,1,1082.85964285714,0,40501
Turkmenistan,795,1,4653.69357142857,0,42222
Uganda,800,1,1256.425,0,65509
Ukraine,804,1,1103.83392857143,0,46772
United Arab Emirates,784,1,2210.03214285714,0,18722
United Kingdom,826,1,2335.82928571429,0,60585
United States Of America,840,1,2440.12178571429,0,61922
Uruguay,858,1,1760.79071428571,0,79401
Uzbekistan,860,1,1005.19392857143,0,61394
Vanuatu,548,1,2690.14857142857,0,22000
Venezuela,862,1,1336.81428571429,0,171655
Vietnam,704,1,1166.60535714286,0,65696
Yemen,887,1,1778.97892857143,0,0
Zambia,894,1,1250.87035714286,0,91367
Zimbabwe,716,1,1555.98285714286,0,90230
Afghanistan,4,2,2155.17571428571,1,54400
Aland Islands,248,2,5131.28642857143,1,433010
Albania,8,2,2454.10642857143,1,140201
Algeria,12,2,1963.89214285714,1,116874
Andorra,20,2,4250.57,1,221880
Angola,24,2,5114.39285714286,1,16254
Argentina,32,2,2329.03785714286,1,293260
Armenia,51,2,2440.88857142857,1,22962
Aruba,533,2,5388.945,1,31820
Australia,36,2,5084.44928571429,1,77890
Austria,40,2,5177.045,1,113606
Azerbaijan,31,2,2155.00142857143,1,116659
Bahamas,44,2,5813.69285714286,1,251587
Bahrain,48,2,4058.96928571429,1,62901
Bangladesh,50,2,2062.92071428571,1,294036
Barbados,52,2,5864.98142857143,1,495061
Belarus,112,2,2273.39571428571,1,125818
Belgium,56,2,4942.55785714286,1,133558
Belize,84,2,3303.31714285714,1,207518
Bermuda,60,2,9662.42928571429,1,224374
Bhutan,64,2,2871.00285714286,1,245788
Bolivia,68,2,2568.41642857143,1,552034
Bosnia and Herzegovina,70,2,2637.85,1,98040
Botswana,72,2,2731.41571428571,1,172946
Bouvet Island,74,2,8621.99214285714,1,254320
Brazil,76,2,2436.57214285714,1,200726
Brunei Darussalam,96,2,3332.75571428571,1,195000
Bulgaria,100,2,2670.84785714286,1,109306
Burkina Faso,854,2,3552.05714285714,1,182148
Cambodia,116,2,3078.47428571429,1,716466
Cameroon,120,2,2776.01285714286,1,184470
Canada,124,2,4677.96928571429,1,207862
Chile,152,2,3373.42357142857,1,200208
China,156,2,2877.67428571429,1,926994
Christmas Island,162,2,1992.90428571429,1,45000
Colombia,170,2,1992.90428571429,1,182320
Congo,178,2,7331.42857142857,1,260494
Costa Rica,188,2,3341.68785714286,1,17716
Curacao,599,2,4770.81357142857,1,200294
Croatia,191,2,3843.01214285714,1,123840
Cuba,192,2,3103.02785714286,1,223550
Cyprus,196,2,4209.15571428572,1,130634
Czech Republic,203,2,3397.96214285714,1,110424
Denmark,208,2,5708.65071428571,1,78260
Djibouti,262,2,6660.64571428571,1,131838
Dominica,212,2,4298.79714285714,1,274684
Dominican Republic,214,2,2778.09857142857,1,203390
Ecuador,218,2,2603.36642857143,1,182234
Egypt,818,2,1972.145,1,96234
El Salvador,222,2,2948.92428571429,1,197370
Equatorial Guinea,226,2,4557.39428571429,1,163974
Estonia,233,2,3847.105,1,143200
Ethiopia,231,2,3689.63571428571,1,198918
Fiji,242,2,2933.68285714286,1,140060
Finland,246,2,4954.39857142857,1,95116
France,250,2,4986.46857142857,1,112144
French Polynesia,258,2,6185.03857142857,1,1367056
French Southern Territories,260,2,4673.68785714286,1,138000
Gabon,266,2,4673.68785714286,1,140094
Gambia,270,2,2110.37357142857,1,210528
Georgia,268,2,2110.37357142857,1,117820
Germany,276,2,4715.81714285714,1,111026
Ghana,288,2,2831.295,1,115068
Gibraltar,292,2,4666.67785714286,1,125044
Greece,300,2,8415.50571428571,1,123840
Guam,316,2,6985.05642857143,1,410908
Guatemala,320,2,3065.17857142857,1,184212
Guernsey,831,2,6002.56285714286,1,141126
Guinea-Bissau,624,2,3556.08357142857,1,180000
Guyana,328,2,3556.08357142857,1,237876
Haiti,332,2,4904.32142857143,1,26574
Honduras,340,2,2939.75928571429,1,81700
Hong Kong,344,2,5675.59071428572,1,164550
Hungary,348,2,3003.22071428571,1,144824
Iceland,352,2,6454.61928571429,1,397062
India,356,2,1716.89571428571,1,0
Indonesia,360,2,2374.97357142857,1,545928
Iran,364,2,2493.90642857143,1,83447
Iraq,368,2,2632.94428571429,1,67000
Ireland,372,2,5101.15357142857,1,132440
Isle of Man,833,2,4842.14714285714,1,59254
Israel,376,2,5671.44,1,202530
Italy,380,2,4581.17642857143,1,90214
Ivory Coast,225,2,3826.80928571429,1,140982
Jamaica,388,2,3344.89714285714,1,182901
Japan,392,2,5677.39142857143,1,128202
Jersey,832,2,6059.34357142857,1,138267
Jordan,400,2,3460.89928571428,1,146360
Kazakhstan,398,2,2183.72357142857,1,139480
Kenya,404,2,2547.10285714286,1,89433
Kosovo,383,2,1967.88285714286,1,96087
Kuwait,414,2,3635.16571428571,1,150759
Kyrgyzstan,417,2,1865.73857142857,1,137881
Latvia,428,2,3583.48714285714,1,88695
Lebanon,422,2,4899.24,1,160435
Liberia,430,2,6396.94071428571,1,180181
Libyan Arab Jamahiriya,434,2,3640.46714285714,1,120000
Liechtenstein,438,2,6892.53214285714,1,118460
Lithuania,440,2,3222.545,1,124085
Luxembourg,442,2,5702.45428571429,1,112315
Macao,446,2,4723.36214285714,1,89000
Madagascar,450,2,2031.25,1,571085
Malawi,454,2,3418.64928571429,1,152676
Malaysia,458,2,2400.84857142857,1,272339
Maldives,462,2,4076.56785714286,1,72880
Malta,470,2,4592.26428571429,1,87116
Mayotte,175,2,5714.03357142857,1,394738
Mexico,484,2,2501.54142857143,1,205728
"Moldova, Republic of",498,2,2268.86142857143,1,126064
Monaco,492,2,8431.02571428571,1,108035
Mongolia,496,2,2478.70357142857,1,61222
Montenegro,499,2,2741.64928571429,1,123268
Morocco,504,2,2288.34071428571,1,198760
Myanmar,104,2,2534.14571428571,1,170000
Nepal,524,2,1760.07714285714,1,76000
Netherlands,528,2,5253.8,1,91429
New Caledonia,540,2,6873.49714285714,1,70000
New Zealand,554,2,4889.53285714286,1,668667
Nicaragua,558,2,2843.14357142857,1,262063
Niger,562,2,3897.57,1,145940
Nigeria,566,2,2262.67642857143,1,145940
North Macedonia,807,2,2284.18857142857,1,168695
Norway,578,2,6563.62357142857,1,126518
Oman,512,2,3419.73642857143,1,47220
Pakistan,586,2,1583.20285714286,1,49000
Palau,585,2,3355.18785714286,1,18999
"Palestinian Territory, Occupied",275,2,3653.80714285714,1,163163
Panama,591,2,3608.16428571429,1,187795
Papua New Guinea,598,2,5576.44714285714,1,831685
Paraguay,600,2,2118.69142857143,1,246961
Peru,604,2,2153.10642857143,1,18595
Philippines,608,2,2725.84285714286,1,508026
Poland,616,2,3087.19071428571,1,121809
Portugal,620,2,3278.67142857143,1,112315
Puerto Rico,630,2,4611.2,1,163779
Qatar,634,2,4436.34714285714,1,38131
Republic Of Congo,242,2,5892.45928571429,1,173001
Romania,642,2,2573.19928571429,1,109809
Russia,643,2,2705.12071428571,1,112871
Rwanda,646,2,2317.53285714286,1,129426
"Saint Helena, Ascension and Tristan da Cunha",654,2,4420.00857142857,1,40000
Saint Vincent and the Grenadines,670,2,4325.95428571429,1,257418
San Marino,674,2,4568.60214285714,1,417250
Saudi Arabia,682,2,4568.60214285714,1,136931
Senegal,686,2,3700.005,1,280528
Serbia,688,2,2598.72142857143,1,124094
Seychelles,690,2,4575.90785714286,1,179124
Singapore,702,2,5049.37142857143,1,221805
Slovakia,703,2,3339.29571428571,1,89000
Somalia,706,2,2386.22357142857,1,120000
South Africa,710,2,3120.875,1,200394
South Korea,82,2,5182.51571428571,1,279659
Spain,724,2,3751.86428571429,1,112315
Sri Lanka,144,2,1922.69571428571,1,27816
Sudan,736,2,2879.27928571429,1,75000
Suriname,740,2,3397.28,1,269876
Sweden,752,2,4962.01142857143,1,100479
Switzerland,756,2,8311.815,1,109157
Syrian Arab Republic,760,2,1918.53571428571,1,117600
Taiwan,158,2,4282.53357142857,1,261890
Tajikistan,762,2,2073.86571428571,1,80000
"Tanzania, United Republic of",834,2,2460.68642857143,1,139656
Thailand,764,2,2904.4,1,203573
Timor-Leste,626,2,3956.62071428571,1,120000
Trinidad and Tobago,780,2,3672.91928571429,1,315379
Tunisia,788,2,1902.89285714286,1,140202
Turkey,792,2,2165.71928571429,1,124075
Turkmenistan,795,2,9307.38714285714,1,78000
Uganda,800,2,2512.85,1,112334
Ukraine,804,2,2207.66785714286,1,112315
United Arab Emirates,784,2,4420.06428571429,1,337871
United Kingdom,826,2,4671.65857142857,1,108817
United States Of America,840,2,4880.24357142857,1,246961
Uruguay,858,2,3521.58142857143,1,130220
Uzbekistan,860,2,2010.38785714286,1,168755
Vanuatu,548,2,5380.29714285714,1,40000
Venezuela,862,2,2673.62857142857,1,272598
Vietnam,704,2,2333.21071428571,1,198775
Yemen,887,2,3557.95785714286,1,0
Zambia,894,2,2501.74071428571,1,144491
Zimbabwe,716,2,3111.96571428571,1,195599
Afghanistan,4,3,3232.76357142857,2,39400
Aland Islands,248,3,7696.92964285714,2,418010
Albania,8,3,3681.15964285714,2,125201
Algeria,12,3,2945.83821428571,2,101874
Andorra,20,3,6375.855,2,206880
Angola,24,3,7671.58928571429,2,111254
Argentina,32,3,3493.55678571428,2,278260
Armenia,51,3,3661.33285714286,2,97962
Aruba,533,3,8083.4175,2,16820
Australia,36,3,7626.67392857143,2,62890
Austria,40,3,7765.5675,2,98606
Azerbaijan,31,3,3232.50214285714,2,101659
Bahamas,44,3,8720.53928571429,2,236587
Bahrain,48,3,6088.45392857143,2,57901
Bangladesh,50,3,3094.38107142857,2,179036
Barbados,52,3,8797.47214285714,2,180061
Belarus,112,3,3410.09357142857,2,110818
Belgium,56,3,7413.83678571429,2,118558
Belize,84,3,4954.97571428571,2,142518
Bermuda,60,3,14493.6439285714,2,109374
Bhutan,64,3,4306.50428571429,2,130788
Bolivia,68,3,3852.62464285714,2,337034
Bosnia and Herzegovina,70,3,3956.775,2,83040
Botswana,72,3,4097.12357142857,2,157946
Bouvet Island,74,3,12932.9882142857,2,239320
Brazil,76,3,3654.85821428571,2,185726
Brunei Darussalam,96,3,4999.13357142857,2,180000
Bulgaria,100,3,4006.27178571429,2,94306
Burkina Faso,854,3,5328.08571428572,2,167148
Cambodia,116,3,4617.71142857143,2,701466
Cameroon,120,3,4164.01928571429,2,169470
Canada,124,3,7016.95392857143,2,192862
Chile,152,3,5060.13535714286,2,185208
China,156,3,4316.51142857143,2,911994
Christmas Island,162,3,2989.35642857143,2,30000
Colombia,170,3,2989.35642857143,2,167320
Congo,178,3,10997.1428571429,2,245494
Costa Rica,188,3,5012.53178571429,2,2716
Curacao,599,3,7156.22035714286,2,185294
Croatia,191,3,5764.51821428571,2,108840
Cuba,192,3,4654.54178571429,2,208550
Cyprus,196,3,6313.73357142857,2,115634
Czech Republic,203,3,5096.94321428572,2,95424
Denmark,208,3,8562.97607142857,2,63260
Djibouti,262,3,9990.96857142857,2,116838
Dominica,212,3,6448.19571428571,2,259684
Dominican Republic,214,3,4167.14785714286,2,188390
Ecuador,218,3,3905.04964285714,2,167234
Egypt,818,3,2958.2175,2,81234
El Salvador,222,3,4423.38642857143,2,182370
Equatorial Guinea,226,3,6836.09142857143,2,148974
Estonia,233,3,5770.6575,2,128200
Ethiopia,231,3,5534.45357142857,2,183918
Fiji,242,3,4400.52428571429,2,125060
Finland,246,3,7431.59785714286,2,80116
France,250,3,7479.70285714286,2,97144
French Polynesia,258,3,9277.55785714286,2,1352056
French Southern Territories,260,3,7010.53178571429,2,123000
Gabon,266,3,7010.53178571429,2,125094
Gambia,270,3,3165.56035714286,2,195528
Georgia,268,3,3165.56035714286,2,102820
Germany,276,3,7073.72571428571,2,96026
Ghana,288,3,4246.9425,2,100068
Gibraltar,292,3,7000.01678571429,2,110044
Greece,300,3,12623.2585714286,2,108840
Guam,316,3,10477.5846428571,2,395908
Guatemala,320,3,4597.76785714286,2,169212
Guernsey,831,3,9003.84428571429,2,126126
Guinea-Bissau,624,3,5334.12535714286,2,165000
Guyana,328,3,5334.12535714286,2,222876
Haiti,332,3,7356.48214285714,2,11574
Honduras,340,3,4409.63892857143,2,66700
Hong Kong,344,3,8513.38607142857,2,149550
Hungary,348,3,4504.83107142857,2,129824
Iceland,352,3,9681.92892857143,2,382062
India,356,3,2575.34357142857,2,-15000
Indonesia,360,3,3562.46035714286,2,530928
Iran,364,3,3740.85964285714,2,68447
Iraq,368,3,3949.41642857143,2,52000
Ireland,372,3,7651.73035714286,2,117440
Isle of Man,833,3,7263.22071428572,2,44254
Israel,376,3,8507.16,2,187530
Italy,380,3,6871.76464285714,2,75214
Ivory Coast,225,3,5740.21392857143,2,125982
Jamaica,388,3,5017.34571428571,2,167901
Japan,392,3,8516.08714285714,2,113202
Jersey,832,3,9089.01535714286,2,123267
Jordan,400,3,5191.34892857143,2,131360
Kazakhstan,398,3,3275.58535714286,2,124480
Kenya,404,3,3820.65428571429,2,74433
Kosovo,383,3,2951.82428571429,2,81087
Kuwait,414,3,5452.74857142857,2,135759
Kyrgyzstan,417,3,2798.60785714286,2,122881
Latvia,428,3,5375.23071428571,2,73695
Lebanon,422,3,7348.86,2,145435
Liberia,430,3,9595.41107142857,2,165181
Libyan Arab Jamahiriya,434,3,5460.70071428571,2,105000
Liechtenstein,438,3,10338.7982142857,2,103460
Lithuania,440,3,4833.8175,2,109085
Luxembourg,442,3,8553.68142857143,2,97315
Macao,446,3,7085.04321428572,2,74000
Madagascar,450,3,3046.875,2,556085
Malawi,454,3,5127.97392857143,2,137676
Malaysia,458,3,3601.27285714286,2,257339
Maldives,462,3,6114.85178571429,2,57880
Malta,470,3,6888.39642857143,2,72116
Mayotte,175,3,8571.05035714286,2,379738
Mexico,484,3,3752.31214285714,2,190728
"Moldova, Republic of",498,3,3403.29214285714,2,111064
Monaco,492,3,12646.5385714286,2,93035
Mongolia,496,3,3718.05535714286,2,46222
Montenegro,499,3,4112.47392857143,2,108268
Morocco,504,3,3432.51107142857,2,183760
Myanmar,104,3,3801.21857142857,2,155000
Nepal,524,3,2640.11571428571,2,61000
Netherlands,528,3,7880.7,2,76429
New Caledonia,540,3,10310.2457142857,2,55000
New Zealand,554,3,7334.29928571429,2,653667
Nicaragua,558,3,4264.71535714286,2,247063
Niger,562,3,5846.355,2,130940
Nigeria,566,3,3394.01464285714,2,130940
North Macedonia,807,3,3426.28285714286,2,153695
Norway,578,3,9845.43535714286,2,111518
Oman,512,3,5129.60464285714,2,32220
Pakistan,586,3,2374.80428571429,2,34000
Palau,585,3,5032.78178571429,2,3999
"Palestinian Territory, Occupied",275,3,5480.71071428572,2,148163
Panama,591,3,5412.24642857143,2,172795
Papua New Guinea,598,3,8364.67071428571,2,816685
Paraguay,600,3,3178.03714285714,2,231961
Peru,604,3,3229.65964285714,2,3595
Philippines,608,3,4088.76428571429,2,493026
Poland,616,3,4630.78607142857,2,106809
Portugal,620,3,4918.00714285714,2,97315
Puerto Rico,630,3,6916.8,2,148779
Qatar,634,3,6654.52071428572,2,23131
Republic Of Congo,242,3,8838.68892857143,2,158001
Romania,642,3,3859.79892857143,2,94809
Russia,643,3,4057.68107142857,2,97871
Rwanda,646,3,3476.29928571429,2,114426
"Saint Helena, Ascension and Tristan da Cunha",654,3,6630.01285714286,2,25000
Saint Vincent and the Grenadines,670,3,6488.93142857143,2,242418
San Marino,674,3,6852.90321428571,2,402250
Saudi Arabia,682,3,6852.90321428571,2,121931
Senegal,686,3,5550.0075,2,265528
Serbia,688,3,3898.08214285714,2,109094
Seychelles,690,3,6863.86178571429,2,164124
Singapore,702,3,7574.05714285714,2,206805
Slovakia,703,3,5008.94357142857,2,74000
Somalia,706,3,3579.33535714286,2,105000
South Africa,710,3,4681.3125,2,185394
South Korea,82,3,7773.77357142857,2,264659
Spain,724,3,5627.79642857143,2,97315
Sri Lanka,144,3,2884.04357142857,2,12816
Sudan,736,3,4318.91892857143,2,60000
Suriname,740,3,5095.92,2,254876
Sweden,752,3,7443.01714285714,2,85479
Switzerland,756,3,12467.7225,2,94157
Syrian Arab Republic,760,3,2877.80357142857,2,102600
Taiwan,158,3,6423.80035714286,2,246890
Tajikistan,762,3,3110.79857142857,2,65000
"Tanzania, United Republic of",834,3,3691.02964285714,2,124656
Thailand,764,3,4356.6,2,188573
Timor-Leste,626,3,5934.93107142857,2,105000
Trinidad and Tobago,780,3,5509.37892857143,2,300379
Tunisia,788,3,2854.33928571429,2,125202
Turkey,792,3,3248.57892857143,2,109075
Turkmenistan,795,3,13961.0807142857,2,63000
Uganda,800,3,3769.275,2,97334
Ukraine,804,3,3311.50178571429,2,97315
United Arab Emirates,784,3,6630.09642857143,2,322871
United Kingdom,826,3,7007.48785714286,2,93817
United States Of America,840,3,7320.36535714286,2,231961
Uruguay,858,3,5282.37214285714,2,115220
Uzbekistan,860,3,3015.58178571429,2,153755
Vanuatu,548,3,8070.44571428571,2,25000
Venezuela,862,3,4010.44285714286,2,257598
Vietnam,704,3,3499.81607142857,2,183775
Yemen,887,3,5336.93678571429,2,0
Zambia,894,3,3752.61107142857,2,129491
Zimbabwe,716,3,4667.94857142857,2,180599
Afghanistan,4,4,4310.35142857143,0,24540
Aland Islands,248,4,10262.5728571429,0,38000
Albania,8,4,4908.21285714286,0,37154
Algeria,12,4,3927.78428571429,0,38438
Andorra,20,4,8501.14,0,65492
Angola,24,4,10228.7857142857,0,45417
Argentina,32,4,4658.07571428571,0,62791
Armenia,51,4,4881.77714285714,0,32917
Aruba,533,4,10777.89,0,48110
Australia,36,4,10168.8985714286,0,36567
Austria,40,4,10354.09,0,48960
Azerbaijan,31,4,4310.00285714286,0,24369
Bahamas,44,4,11627.3857142857,0,52553
Bahrain,48,4,8117.93857142857,0,55378
Bangladesh,50,4,4125.84142857143,0,55452
Barbados,52,4,11729.9628571429,0,28164
Belarus,112,4,4546.79142857143,0,75954
Belgium,56,4,9885.11571428571,0,67511
Belize,84,4,6606.63428571429,0,87952
Bermuda,60,4,19324.8585714286,0,68229
Bhutan,64,4,5742.00571428571,0,12000
Bolivia,68,4,5136.83285714286,0,171097
Bosnia and Herzegovina,70,4,5275.7,0,103463
Botswana,72,4,5462.83142857143,0,95381
Bouvet Island,74,4,17243.9842857143,0,1223600
Brazil,76,4,4873.14428571429,0,103096
Brunei Darussalam,96,4,6665.51142857143,0,101331
Bulgaria,100,4,5341.69571428571,0,127832
Burkina Faso,854,4,7104.11428571429,0,127835
Cambodia,116,4,6156.94857142857,0,74252
Cameroon,120,4,5552.02571428571,0,68841
Canada,124,4,9355.93857142857,0,92203
Chile,152,4,6746.84714285714,0,107167
China,156,4,5755.34857142857,0,226004
Christmas Island,162,4,3985.80857142857,0,15000
Colombia,170,4,3985.80857142857,0,91259
Congo,178,4,14662.8571428571,0,115320
Costa Rica,188,4,6683.37571428571,0,104669
Curacao,599,4,9541.62714285714,0,122433
Croatia,191,4,7686.02428571429,0,72995
Cuba,192,4,6206.05571428571,0,152249
Cyprus,196,4,8418.31142857143,0,74746
Czech Republic,203,4,6795.92428571429,0,55511
Denmark,208,4,11417.3014285714,0,96138
Djibouti,262,4,13321.2914285714,0,80372
Dominica,212,4,8597.59428571429,0,98248
Dominican Republic,214,4,5556.19714285714,0,98248
Ecuador,218,4,5206.73285714286,0,63327
Egypt,818,4,3944.29,0,39122
El Salvador,222,4,5897.84857142857,0,99059
Equatorial Guinea,226,4,9114.78857142857,0,192554
Estonia,233,4,7694.21,0,73952
Ethiopia,231,4,7379.27142857143,0,59578
Fiji,242,4,5867.36571428571,0,90434
Finland,246,4,9908.79714285714,0,69657
France,250,4,9972.93714285714,0,64303
French Polynesia,258,4,12370.0771428571,0,193133
French Southern Territories,260,4,9347.37571428571,0,74553
Gabon,266,4,9347.37571428571,0,109193
Gambia,270,4,4220.74714285714,0,386945
Georgia,268,4,4220.74714285714,0,49220
Germany,276,4,9431.63428571429,0,65582
Ghana,288,4,5662.59,0,82580
Gibraltar,292,4,9333.35571428571,0,69989
Greece,300,4,16831.0114285714,0,77153
Guam,316,4,13970.1128571429,0,411822
Guatemala,320,4,6130.35714285714,0,111460
Guernsey,831,4,12005.1257142857,0,90932
Guinea-Bissau,624,4,7112.16714285714,0,141582
Guyana,328,4,7112.16714285714,0,116984
Haiti,332,4,9808.64285714286,0,88519
Honduras,340,4,5879.51857142857,0,87581
Hong Kong,344,4,11351.1814285714,0,104082
Hungary,348,4,6006.44142857143,0,71105
Iceland,352,4,12909.2385714286,0,103878
India,356,4,3433.79142857143,0,0
Indonesia,360,4,4749.94714285714,0,99117
Iran,364,4,4987.81285714286,0,52602
Iraq,368,4,5265.88857142857,0,30629
Ireland,372,4,10202.3071428571,0,67045
Isle of Man,833,4,9684.29428571429,0,37000
Israel,376,4,11342.88,0,71926
Italy,380,4,9162.35285714286,0,85236
Ivory Coast,225,4,7653.61857142857,0,92650
Jamaica,388,4,6689.79428571429,0,94475
Japan,392,4,11354.7828571429,0,92299
Jersey,832,4,12118.6871428571,0,63958
Jordan,400,4,6921.79857142857,0,52330
Kazakhstan,398,4,4367.44714285714,0,54494
Kenya,404,4,5094.20571428571,0,53220
Kosovo,383,4,3935.76571428571,0,75336
Kuwait,414,4,7270.33142857143,0,87942
Kyrgyzstan,417,4,3731.47714285714,0,43825
Latvia,428,4,7166.97428571429,0,81811
Lebanon,422,4,9798.48,0,123964
Liberia,430,4,12793.8814285714,0,53063
Libyan Arab Jamahiriya,434,4,7280.93428571429,0,73088
Liechtenstein,438,4,13785.0642857143,0,84767
Lithuania,440,4,6445.09,0,82760
Luxembourg,442,4,11404.9085714286,0,77050
Macao,446,4,9446.72428571429,0,67973
Madagascar,450,4,4062.5,0,44281
Malawi,454,4,6837.29857142857,0,82114
Malaysia,458,4,4801.69714285714,0,78226
Maldives,462,4,8153.13571428571,0,18090
Malta,470,4,9184.52857142857,0,75961
Mayotte,175,4,11428.0671428571,0,151915
Mexico,484,4,5003.08285714286,0,122361
"Moldova, Republic of",498,4,4537.72285714286,0,54565
Monaco,492,4,16862.0514285714,0,63954
Mongolia,496,4,4957.40714285714,0,414174
Montenegro,499,4,5483.29857142857,0,650001
Morocco,504,4,4576.68142857143,0,167580
Myanmar,104,4,5068.29142857143,0,145700
Nepal,524,4,3520.15428571429,0,26565
Netherlands,528,4,10507.6,0,66093
New Caledonia,540,4,13746.9942857143,0,49000
New Zealand,554,4,9779.06571428571,0,155193
Nicaragua,558,4,5686.28714285714,0,105709
Niger,562,4,7795.14,0,105179
Nigeria,566,4,4525.35285714286,0,108746
North Macedonia,807,4,4568.37714285714,0,50884
Norway,578,4,13127.2471428571,0,32741
Oman,512,4,6839.47285714286,0,44033
Pakistan,586,4,3166.40571428571,0,40681
Palau,585,4,6710.37571428571,0,164987
"Palestinian Territory, Occupied",275,4,7307.61428571429,0,50629
Panama,591,4,7216.32857142857,0,117588
Papua New Guinea,598,4,11152.8942857143,0,361452
Paraguay,600,4,4237.38285714286,0,163160
Peru,604,4,4306.21285714286,0,100844
Philippines,608,4,5451.68571428571,0,367360
Poland,616,4,6174.38142857143,0,60961
Portugal,620,4,6557.34285714286,0,67973
Puerto Rico,630,4,9222.4,0,41191
Qatar,634,4,8872.69428571429,0,27318
Republic Of Congo,242,4,11784.9185714286,0,120173
Romania,642,4,5146.39857142857,0,56346
Russia,643,4,5410.24142857143,0,47201
Rwanda,646,4,4635.06571428571,0,68016
"Saint Helena, Ascension and Tristan da Cunha",654,4,8840.01714285714,0,20294
Saint Vincent and the Grenadines,670,4,8651.90857142857,0,312709
San Marino,674,4,9137.20428571429,0,31214
Saudi Arabia,682,4,9137.20428571429,0,51388
Senegal,686,4,7400.01,0,111087
Serbia,688,4,5197.44285714286,0,86750
Seychelles,690,4,9151.81571428571,0,87469
Singapore,702,4,10098.7428571429,0,79847
Slovakia,703,4,6678.59142857143,0,58907
Somalia,706,4,4772.44714285714,0,63722
South Africa,710,4,6241.75,0,56121
South Korea,82,4,10365.0314285714,0,89883
Spain,724,4,7503.72857142857,0,59779
Sri Lanka,144,4,3845.39142857143,0,23000
Sudan,736,4,5758.55857142857,0,56772
Suriname,740,4,6794.56,0,178819
Sweden,752,4,9924.02285714286,0,71233
Switzerland,756,4,16623.63,0,57064
Syrian Arab Republic,760,4,3837.07142857143,0,108926
Taiwan,158,4,8565.06714285714,0,77684
Tajikistan,762,4,4147.73142857143,0,50818
"Tanzania, United Republic of",834,4,4921.37285714286,0,63276
Thailand,764,4,5808.8,0,58849
Timor-Leste,626,4,7913.24142857143,0,82788
Trinidad and Tobago,780,4,7345.83857142857,0,85897
Tunisia,788,4,3805.78571428571,0,65573
Turkey,792,4,4331.43857142857,0,40501
Turkmenistan,795,4,18614.7742857143,0,42222
Uganda,800,4,5025.7,0,65509
Ukraine,804,4,4415.33571428571,0,46772
United Arab Emirates,784,4,8840.12857142857,0,18722
United Kingdom,826,4,9343.31714285714,0,60585
United States Of America,840,4,9760.48714285714,0,61922
Uruguay,858,4,7043.16285714286,0,79401
Uzbekistan,860,4,4020.77571428571,0,61394
Vanuatu,548,4,10760.5942857143,0,22000
Venezuela,862,4,5347.25714285714,0,171655
Vietnam,704,4,4666.42142857143,0,65696
Yemen,887,4,7115.91571428571,0,0
Zambia,894,4,5003.48142857143,0,91367
Zimbabwe,716,4,6223.93142857143,0,90230
Afghanistan,4,5,54459.4,1,54400
Aland Islands,248,5,5387.93928571428,1,433010
Albania,8,5,12828.2160714286,1,140201
Algeria,12,5,6135.26607142857,1,116874
Andorra,20,5,4909.73035714286,1,221880
Angola,24,5,10626.425,1,16254
Argentina,32,5,12785.9821428571,1,293260
Armenia,51,5,5822.59464285714,1,22962
Aruba,533,5,6102.22142857143,1,31820
Australia,36,5,13472.3625,1,77890
Austria,40,5,12711.1232142857,1,113606
Azerbaijan,31,5,12942.6125,1,116659
Bahamas,44,5,5387.50357142857,1,251587
Bahrain,48,5,14534.2321428571,1,62901
Bangladesh,50,5,10147.4232142857,1,294036
Barbados,52,5,5157.30178571429,1,495061
Belarus,112,5,14662.4535714286,1,125818
Belgium,56,5,5683.48928571429,1,133558
